Concepto,Respuesta,Codigo
validez,verdadero,veridico
validez,que ya esta estudiado,conocimiento
validez,ley universal,leyes
validez,correcto,veridico
validez,real ,realismo
validez,creible,veridico
vínculo,relación profunda,relacional
vínculo,compañerismo,amistad
vínculo,humanidad,humanidad
vínculo,cercanía,aproximarse
vínculo,dos personas ,relacional
vínculo,sentimientos,sentimientos
vínculo,lazo,enlace
vínculo,relación no material,relacional
vínculo,profundo,profundidad
levante,Comienzos,comienzo
levante,amanecer,ciclo_del_dia
levante,alegría,felicidad
levante,nuevo comienzo,comienzo
levante,ciclo,ciclo
levante,luz día,iluminacion
levante,superación,trascender
salario,Dinero,dinero
salario,Sueldo,remuneracion
salario,Paga,remuneracion
salario,Remuneracion,remuneracion
salario,Mensualidad,remuneracion
salario,Retribucion,remuneracion
salario,Honorario,honorarios
salario,Recompensa,recompensa
salario,Jornal,oficio
salario,Gratificacion,gratitud
aliento,animos,motivacion
aliento,fuerza,fuerza
aliento,compañerismo,acompanar
aliento,apoyar,acompanar
aliento,acompañar,acompanar
aliento,impulso,motivacion
aliento,exhalacion,respirar
aliento,expiracion,respirar
aliento,animar,motivacion
aliento,respiracion,respirar
crucero,barco,embarcacion
crucero,vacaciones,vacaciones
crucero,maritimo,embarcacion
crucero,descanso,descanso
crucero,entretencion,diversion
crucero,turismo,turistico
crucero,largo viaje,duradero
crucero,lujo,exclusivo
crucero,exclusivo,exclusivo
crucero,buque,embarcacion
pupitre,mesa,mobiliario
pupitre,escritorio,mobiliario
pupitre,estudios,aprender
pupitre,aprendizaje,aprender
pupitre,alumnos,estudiante
pupitre,colegio,colegio
pupitre,mostrador,mobiliario
pupitre,conocimiento,conocimiento
pupitre,memoria,capacidad_cognitiva
pupitre,lugar de trabajo,puesto_laboral
cantina,bar,cantina
cantina,alcohol,bebida_alcoholica
cantina,risas,felicidad
cantina,buen humor,felicidad
cantina,cerveza,bebida_alcoholica
cantina,jarras,contenedor
cantina,antiguedad,antiguedad
cantina,taberna,cantina
cantina,cafeteria,negocio
cantina,comedor,mobiliario
camisón,prenda,vestimenta
camisón,ropa,vestimenta
camisón,polera,vestimenta
camisón,informal,informalidad
camisón,se utiliza para dormir,dormir
camisón,holgado,comodidad
camisón,intimidad,intimidad
camisón,pijama,vestimenta_de_dormir
camisón,descanso,descanso
camisón,dormir,dormir
aullido,sonido,sonido_agudo
aullido,perro,animal_domestico
aullido,lobo,animal_salvaje
aullido,dolor,sufrimiento
aullido,luna,satelite_terrestre
aullido,coyotes,animal_salvaje
aullido,tristeza,angustia
aullido,pedir ayuda,socorro
aullido,sufrimiento,sufrimiento
aullido,pena,angustia
cazuela,comida,comida
cazuela,sopa,liquido
cazuela,chileno,pais_latinoamericano
cazuela,caliente,caliente
cazuela,invierno,estaciones_del_ano
cazuela,caldo,liquido
cazuela,guiso,comida
cazuela,cacerola,utensilio_de_cocina
cazuela,olla,utensilio_de_cocina
cazuela,vasija,contenedor
aguijón,Puntiagudo,puntiagudo
aguijón,Dolor,sufrimiento
aguijón,Peligro,riesgoso
aguijón,Abejas,insecto
aguijón,Venenoso,venenoso
aguijón,Hinchazón,reaccion_corporal
aguijón,Llanto,angustia
aguijón,Organo,organo_animal
aguijón,Molestia,malestar
aguijón,Mantenerse alejado,apartarse
gatillo,interruptor,interruptor
gatillo,detonador,explosion
gatillo,fulminante,devastador
gatillo,percutor,percutor
gatillo,pieza de un arma ,armamento
gatillo,disparador ,dispositivo_mecanico
gatillo,accionador,interruptor
gatillo,diminutivo de gato,diminutivo
gatillo,iniciador,comenzar
gatillo,disparo,disparo
felinos,gatuno,animal_domestico
felinos,salvaje,animal_salvaje
felinos,doméstico,animal_salvaje
felinos,félido,animal_salvaje
felinos,indomable,indomable
felinos,que parece o es de gato,animal_domestico
felinos,fiero,agresividad
felinos,ágil,destreza
felinos,predadores,cazadores
felinos,carnívoros,carnivoro
letrero,Pancarta,anuncio
letrero,anuncio,anuncio
letrero,propaganda,publicidad
letrero,atención,capacidad_cognitiva
letrero,encabezado,palabras
letrero,información,informacion
letrero,cartel,anuncio
letrero,lema,eslogan
letrero,bando,equipo
letrero,indicar algo,advertencia
albañil,Hombre fuerte,fuerza
albañil,Construccion,constructor
madrina,guardiana,proteccion
madrina,protectora,proteccion
madrina,defensora,proteccion
madrina,compañera,acompanar
madrina,suplente,suplente
madrina,cuidadora,cuidadores
madrina,consejera,aconsejador
madrina,cristiana,religion
madrina,formación religiosa,religion
madrina,guía,guia
péndulo,oscilación,oscilacion
péndulo,suspendido de un punto,suspencion
péndulo,torque,dispositivo_mecanico
péndulo,pendiente,colgante
péndulo,colgante,colgante
péndulo,péndola,artefacto
péndulo,mecánica,dispositivo_mecanico
péndulo,pieza de un reloj,reloj
péndulo,balancearse,movimiento
péndulo,física,disciplina_cientifica
biólogo,persona,personas
biólogo,cientifico,ciencia
biólogo,investigacion,investigador
biólogo,plantas,naturaleza
biólogo,profesional,disciplina
biólogo,conocimiento,conocimiento
biólogo,microorganismos,celulas
biólogo,universidad,universidad
biólogo,animales,animal
biólogo,estudio,aprender
aristas,partes de algo,contorno
aristas,diferentes disposiciones,posicion
aristas,lineas,linea
aristas,bordes,contorno
aristas,orillas,contorno
aristas,lados de una persona,contorno
aristas,segmento de una figura,contorno
aristas,lineas de una figura,linea
aristas,union de dos vertices,interseccion
aristas,caras de algo o alguien,contorno
hormona,secreción,secrecion
hormona,crecimiento,crecimiento
hormona,desarrollo,crecimiento
hormona,reproducción,reproduccion
hormona,molécula,moleculas
hormona,mensaje,comunicacion
hormona,excreción,secrecion
hormona,concentración,conjunto
hormona,sustancia química,moleculas
hormona,sangre,tejido_liquido
neblina,humedad,humedo
neblina,frio,gelido
neblina,poca visibilidad ,visibilidad_reducida
neblina,niebla,niebla
neblina,bruma,niebla
neblina,humo,gaseoso
neblina,calima,tranquilidad
neblina,fosca,oscuridad
neblina,oscuridad,oscuridad
neblina,calígine,horrorifico
resorte,Metal en espiral,material_construccion
resorte,Pieza elastica,elasticidad
resorte,Muelle,muelle
resorte,Amortiguador,rebote
resorte,Tensor,fuerza_fisica
resorte,Rebote,rebote
resorte,Conservacion del movimiento,movimiento
resorte,Almacenador de energia mecanica,almacenar
resorte,Compresion,comprimido
resorte,Deformacion,deforme
aguante,Soporte,resistencia
aguante,Mantenerse,compromiso
aguante,Cansancio,cansancio
aguante,Agotamiento,cansancio
aguante,Fuerza,fuerza
aguante,Resistencia,resistencia
aguante,Dificultades,frustacion
aguante,Paciencia,paciencia
aguante,Tolerancia,tolerancia
aguante,Motivación,motivacion
descaro,actitud,personalidad
descaro,desagradable,desagrado
descaro,sin disimulo,desinhibido
descaro,sin verguenza,sinverguenza
descaro,insolencia,irrespetuoso
descaro,atrevimiento,astucia
descaro,frescura,fresco
descaro,falta de respeto,irrespetuoso
descaro,comportamiento,comportamiento
descaro,falta de prudencia,sinverguenza
frenesí,exaltación,agitacion
frenesí,ánimo,estado_de_animo
frenesí,pasión,pasion
frenesí,ímpetu desproporcionado,energia
frenesí,agitación,agitacion
frenesí,entusiasmo,motivacion
frenesí,excitación,agitacion
frenesí,exacerbación ,exageracion
frenesí,tipo de delirio,delirio
frenesí,locura,locura
nitidez,claridad,claridad
nitidez,pureza,pureza
nitidez,transparencia,transparente
nitidez,limpio,higiene
nitidez,resplandeciente,iluminacion
nitidez,luminoso,iluminacion
nitidez,deslumbrante,iluminacion
nitidez,radiante,iluminacion
nitidez,esplendoroso,iluminacion
nitidez,lustroso,iluminacion
atuendo,conjunto de ropa,conjunto
atuendo,vestimenta,vestimenta
atuendo,traje,vestimenta
atuendo,prendas,vestimenta
atuendo,indumentaria,vestimenta
atuendo,uniforme,vestimenta
atuendo,gala,formalidad
atuendo,banquete,comida
atuendo,alto nivel socioeconomico,estatus_socioeconomico
atuendo,estatus,estatus_socioeconomico
delicia,sabroso,comida_sabrosa
delicia,disfrutable,disfrutar
delicia,comestible,alimentarse
delicia,placer,placer
delicia,agradable,agradable
delicia,gozo,placer
delicia,tierno,ternura
delicia,encanto,disfrutar
delicia,deleite,sabor
delicia,bueno para los sentidos,sentimientos
fealdad,poco armónico,desequilibrado
fealdad,desproporción,desequilibrado
fealdad,desaliño,despreocupacion
fealdad,deformidad,deforme
fealdad,desarreglado,despreocupacion
fealdad,monstruosidad,monstruosidad
fealdad,horrible,horrorifico
fealdad,imperfección,imperfeccion
fealdad,demacrado,repugnante
fealdad,disonante,repulsivo
soltura,Agilidad,destreza
soltura,Facilidad,facil
soltura,Destreza,destreza
soltura,Habilidad,destreza
soltura,Gracia,agradable
soltura,Descaro,sinverguenza
soltura,Pericia,destreza
soltura,Desenvoltura,desenvoltura
soltura,Disposicion,predisposicion
soltura,Libertad,libertad
revuelo,Agitacion,agitacion
revuelo,Revoloteo,revuelta
revuelo,Alboroto,descontrol
revuelo,Desorden,desorden
revuelo,Confusion,confusion
revuelo,Turbacion,revuelta
revuelo,Jaleo,descontrol
revuelo,Bullicio,bullicioso
revuelo,Conmocion,conmocion
revuelo,Perturbacion,transformacion
conjuro,magia,magia
conjuro,hechizo,magia
conjuro,formula,ecuacion
conjuro,tecnica,destreza
conjuro,invocacion,ritual
conjuro,sobrenatural,sobrenatural
conjuro,rezo,ritual
conjuro,exorcismo,ritual
conjuro,esoterismo,esoterismo
conjuro,ruego,ritual
pericia,habilidad,destreza
pericia,destreza,destreza
pericia,capacidad,capacidad
pericia,agilidad,destreza
pericia,cuidado,precaucion
pericia,conocimiento,conocimiento
pericia,táctica,estrategia
pericia,experiencia,experiencia
pericia,maestría,maestria
pericia,información,informacion
lucidez,claridad,claridad
lucidez,rapidez para comprender,capacidad_cognitiva
lucidez,entendimiento,capacidad_cognitiva
lucidez,capacidad intelectual,capacidad_cognitiva
lucidez,análisis,analisis
lucidez,reflexión,reflexion
lucidez,conciencia,consciencia
lucidez,coherencia,coherencia
lucidez,ingenio,inteligencia
lucidez,perspicacia,astucia
facetas,cara,partes_del_rostro
facetas,fase,etapa
facetas,lado,contorno
facetas,aspecto,apariencia
facetas,dimension,dimensiones
facetas,partes,fragmentado
facetas,elemento inscrito en un poliedro,figura_geometrica
facetas,apariencia de una personalidad,personalidad
facetas,matiz,detallista
facetas,componente,componentes
reclamo,Molestia,malestar
reclamo,Queja,malestar
reclamo,Amonestacion,demandar
reclamo,Peticion,peticion
reclamo,Exigir,demandar
reclamo,Demandar,demandar
reclamo,Protestar,demandar
reclamo,Llamado,comunicacion
reclamo,Querellarse,demandar
reclamo,Solicitar,peticion
evasión,salida,escapar
evasión,escape,escapar
evasión,huida,escapar
evasión,fuga,escapar
evasión,elusion,evadir
evasión,ahorrar ilegalmente impuestos,fraude_al_fisco
evasión,librarse de algo,libertad
evasión,distraerse,distraccion
evasión,no hacerse cargo de algo,irresponsabilidad
evasión,falta de responsabilidad,irresponsabilidad
inercia,incapacidad,incapacidad
inercia,falta de energía,fatiga
inercia,inactividad,estatico
inercia,movimiento,movimiento
inercia,fisica,disciplina_cientifica
inercia,reposo relativo,descanso
inercia,estados,estados
inercia,mantención de la situación,accion_prolongada
inercia,impulso,impulsividad
inercia,actividad,actividad
torpeza,Poca destreza,brusquedad
torpeza,Falta de habilidad,brusquedad
torpeza,Ineptitud,inutilidad
torpeza,Incompetencia,ineficiencia
torpeza,Incapacidad,inutilidad
torpeza,Boberia,estupidez
torpeza,Necedad,estupidez
torpeza,Estupidez,estupidez
torpeza,Fallo,equivocacion
torpeza,Equivocacion,equivocacion
intriga,suspenso,suspenso
intriga,misterio,suspenso
intriga,trama,suspenso
intriga,enredo,laberinto
intriga,embrollo,confusion
intriga,incertidumbre,incertidumbre
intriga,sentir interés,interes
intriga,curiosidad,curiosidad
intriga,duda,interrogantes
intriga,pregunta,interrogantes
solidez,Consistencia,robustez
solidez,Estado de la materia,estados
solidez,Fortaleza,fuerza
solidez,Firmeza,resistencia
solidez,Dureza,dureza
solidez,Resistencia,resistencia
solidez,Compacto,conjunto
solidez,Que no se mueve,estatico
solidez,Respaldo,sustento
solidez,Estabilidad,estabilidad
aptitud,capacidad,capacidad
aptitud,habilidad,destreza
aptitud,potencial,objetivos
aptitud,talento,talento
aptitud,destreza,destreza
aptitud,competencia,optimo
aptitud,facultad de hacer algo,destreza
aptitud,predisposicion,predisposicion
aptitud,vocación,vocacion
aptitud,inclinación a una tarea,objetivos
costura,parte donde se une la ropa,enhebrar
costura,puede ser tejida,tejer
costura,puede ser cosida,coser
costura,método para unir telas,unificar
costura,fácil de romperse ,fragil
costura,diferentes tipos,diversidad
costura,linea visible de una unión,unificar
costura,confección de prendas,sastres
costura,de cualquier color,colores
costura,comúnmente blanca,color_claro
barriga,panza ,cuerpo_humano
barriga,gordura ,sobrepeso
barriga,posible embarazo,embarazo
barriga,parte baja del torso ,cuerpo_humano
lágrima,sentimiento de dolor,sufrimiento
lágrima,gota ,gota_de_agua
lágrima,líquida,liquido
lágrima,demostración de pena,angustia
lágrima,parte del llanto,angustia
lágrima,secreción,secrecion
lágrima,porción muy pequeña,pequeno
lágrima,padecimiento ,sufrimiento
lágrima,parte del sufrimiento,sufrimiento
lágrima,desprendimiento de una gota que salta,gota_de_agua
palanca,parte de un sistema,fragmentado
palanca,parte de un engranaje ,fragmentado
palanca,maquinaria ,maquinarias
palanca,dispositivo de acción,dispositivo_mecanico
palanca,que sirve para el inicio de algo,comienzo
palanca,trasmite fuerza,fuerza_fisica
palanca,control de pesos,instrumento_de_medicion
palanca,parte de un juego ,juego
palanca,parte de un auto,medio_de_transporte
palanca,parte de la física,fisica
vinagre,líquido,liquido
vinagre,sabor agrio,sabor
vinagre,olor fuerte,maloliente
vinagre,rojizo,colores
vinagre,amarillento,colores
vinagre,condimento,condimento
vinagre,persona irritable,frustacion
vinagre,persona que suele enfadarse,frustacion
vinagre,persona aguafiestas,frustacion
vinagre,compuesto químico,reaccion_quimica
mejilla,parte de la cara,partes_del_rostro
mejilla,dar la otra como parte de renegación,confrontacional
mejilla,donde besar para los conocidos,besos
mejilla,parte que indica el tamaño de los cachetes,partes_del_rostro
mejilla,abajo del pómulo,partes_del_rostro
mejilla,donde se forman los mofletes ,partes_del_rostro
mejilla,parte donde se maquillan las mujeres,maquillaje
mejilla,donde va la barba de los hombres,vello_facial
mejilla,debajo de los ojos,partes_del_rostro
mejilla,suaves en niños,suavidad
caverna,cueva,cueva
caverna,poca luz,oscuridad
caverna,bar,cantina
caverna,cavidad,agujero
caverna,profunda ,profundidad
caverna,natural,naturaleza
caverna,parte de la alegoría de Platón,filosofia
barbero,peluquero,oficio
barbero,atención personal,exclusivo
barbero,atención para hombres,masculino
barbero,cuidado personal,higiene
barbero,un lugar de relajo,tranquilidad
barbero,donde se arreglan barbas,oficio
barbero,habilidoso con navajas ,destreza
barbero,habilidoso con tijeras,destreza
barbero,buen pulso,tranquilidad
barbero,cuidadoso,precaucion
cigüeña,la que trae a los bebes en cuentos,cuento_infantil
cigüeña,transporta agua,transporta
cigüeña,ave,aves
cigüeña,blanca,color_claro
cigüeña,que tiene un pico,pico
cigüeña,gran tamaño,tamanos
cigüeña,con dos alas,alas
cigüeña,patas largas,extremidades
cigüeña,varias razas,especie
cigüeña,parte de una familia de aves,aves
vampiro,colmillos blancos,dentadura
vampiro,marcan el cuello,mitologia
vampiro,se convierten en murciélagos ,monstruosidad
vampiro,seres antiguos,antiguedad
vampiro,sedientos de sangre,hematodixia
vampiro,condes,realeza
vampiro,monstruosos,monstruosidad
vampiro,peligroso,riesgoso
vampiro,espectro,fantasma
vampiro,criatura antigua,mitologia
audacia,valentía,valentia
audacia,coraje,valentia
audacia,propio de los héroes literarios,personajes_literarios
audacia,exento de temor,valentia
audacia,asumir riesgo,valentia
audacia,osadía,valentia
audacia,atrevimiento,valentia
audacia,opuesta a la timidez,extraversion
audacia,es una manera de ser,personalidad
audacia,no es fácil de practicar para algunos,dificil
premisa,el inicio de una conversación ,comunicacion
premisa,que da paso a un debate,discusion
premisa,que da paso a un razonamiento,razonable
premisa,que da paso a una discusión ,discusion
premisa,da paso a una conclusión,deduccion
premisa,se utilizan de temas de contingencia ,noticioso
timidez,acompañada de sonrojo,reaccion_corporal
timidez,poca capacidad para hablar,introversion
timidez,voz temblorosa ,temor
timidez,postura contraida,postura_defectuosa
timidez,acompañado de miedo,miedo
timidez,posible pánico,alerta
timidez,manera de ser,personalidad
timidez,propio de la inseguridad,inseguridad
timidez,lleno de verguenza ,verguenza
timidez,encogimiento,diminutivo
modales,parte de una buena educación,educacion
modales,parte de las normas de etiqueta,tradiciones
modales,gestos,gestos
modales,movimientos,movimiento
modales,actitudes,personalidad
modales,predisposición,predisposicion
modales,comportamiento en público,comportamiento
modales,comportamiento con personas diferentes,comportamiento
modales,comportamiento en privado,comportamiento
modales,parte de la educación en la crianza ,crianza
indicio,pista,pista
indicio,parte de una investigación,investigador
indicio,una suposición ,suposicion
indicio,puede ser material,objetos
indicio,puede ser una circunstancia,contextual
indicio,parte de una dedución,deduccion
indicio,signo de algo no obvio,pista
indicio,señal no física,deduccion
indicio,evidencia de un hecho,evidenciar
indicio,la causa de un efecto,causalidad
místico,algo que contiene mágia,magia
místico,representa la unión del alma con la divinidad,espiritualidad
místico,algo divino,sagrado
místico,en contacto con el alma,espiritualidad
místico,delicado,fragil
místico,con gracia,felicidad
místico,forma de vida de una persona,estilo_de_vida
místico,una manera de ver la vida,perspectiva
místico,un posible objetivo de alguien,objetivos
místico,relacionado a lo misterioso,suspenso
bohemia,cultural,cultural
bohemia,tipo de vida,estilo_de_vida
bohemia,artistico,artista
bohemia,poesía,arte
bohemia,movimiento social,movimiento_social
bohemia,presente en el teatro,arte
bohemia,presente en el cine,arte
bohemia,presente la música,arte
bohemia,presente en la ópera,arte
bohemia,franceses,pais_europeo
adición,suma,operacion_aritmetica
adición,operación,operacion_aritmetica
adición,agregado ,incorporar
adición,concepto matemático,matematicas
adición,lo contrario a restar,operacion_aritmetica
adición,aporte,utilidad
adición,añadir,incorporar
adición,ampliación,crecimiento
adición,expansión,crecimiento
adición,aumento,crecimiento
influjo,el efecto de algo,consecuencias
influjo,ejercer una supremacía,autoridad
influjo,influencia sobre algo,influyente
influjo,control sobre algo,control
influjo,manipulación de algo,manipulacion
influjo,sin posibilidad de actuar ,limitaciones
influjo,sin posibilidad de determinación,indeterminado
influjo,sin elección propia,sin_voluntad
dulzura,forma de ser de una persona,personalidad
dulzura,amabilidad,amabilidad
dulzura,gusto de comida,preferencias
dulzura,propia de los dulces,dulce
dulzura,algo suave,suavidad
dulzura,ternura de una persona,ternura
dulzura,bondad ,bondad
dulzura,sensibilidad de una persona,sensaciones
salario,sueldo,remuneracion
salario,dinero,dinero
salario,billetes,dinero
salario,dolares,dinero
salario,riqueza,riqueza
salario,trabajo,oficio
salario,banco,banco
salario,impuestos,impuestos
aliento,boca,partes_del_rostro
aliento,dientes,dentadura
aliento,lengua,partes_del_rostro
aliento,cepillo de dientes,higiene
aliento,chicles,masticar
aliento,pasta de dientes,higiene
crucero,oceano,oceano
crucero,caribe,region_centroamericana
crucero,ancianos,vejez
crucero,viajes,viaje
crucero,verano,estaciones_del_ano
crucero,playa,playa
pupitre,asiento,mobiliario
pupitre,silla,mobiliario
pupitre,mesa,mobiliario
pupitre,madera,madera
pupitre,colegio,colegio
pupitre,estudiante,estudiante
cantina,borrachera,embriaguez
cantina,noche,ciclo_del_dia
cantina,entretencion,diversion
cantina,camaradería,amistad
cantina,amigos,amistad
cantina,alcohol,bebida_alcoholica
cantina,como bar pero menos sofisticado,cantina
camisón,pijama ,vestimenta_de_dormir
camisón,noche ,ciclo_del_dia
camisón,sueño ,dormir
camisón,dormir ,dormir
camisón,comodidad,comodidad
camisón,soltura,comodidad
camisón,antiguo,antiguedad
camisón,femenino,femenino
aullido,lobo ,animal_salvaje
aullido,noche,ciclo_del_dia
aullido,luna,satelite_terrestre
aullido,perros,animal_domestico
aullido,halloween,festividad
aullido,terror,miedo
aullido,oscuridad ,oscuridad
aullido,bosques,paisaje
cazuela,almuerzo ,comida
cazuela,frio,temperatura
cazuela,choclo,verduras
cazuela,huasos,tradiciones
cazuela,campo,paisaje
cazuela,chile,pais_latinoamericano
aguijón,Abeja,insecto
aguijón,Puntiagudo,puntiagudo
aguijón,Dolor,sufrimiento
aguijón,Herida,reaccion_corporal
aguijón,Metodo de defensa,defenderse
aguijón,Pinzas para sacarla de la piel,utensilio
aguijón,Clave para las abejas,organo_animal
gatillo,pistola,arma_de_fuego
gatillo,arma,armamento
gatillo,guerra,guerra
gatillo,balas,municion
gatillo,muerte,muerte
gatillo,sangre,tejido_liquido
gatillo,vaqueros,vaqueros
aguante,Resistir,resistencia
aguante,Resilencia,resiliencia
aguante,No perder entusiasmo,motivacion
aguante,Evitar decaer,motivacion
descaro,sin verguenza,sinverguenza
descaro,valiente,valentia
descaro,desatinado,desinhibido
descaro,chistoso,gracioso
descaro,depende del contexto,contextual
descaro,depende de a con quien se es descarado,contextual
descaro,es relativo,relatividad
frenesí,locura,locura
frenesí,extasis,euforia
frenesí,drogas,drogas
frenesí,adrenalina,neurotransmisor
frenesí,emocion,emociones
frenesí,descontrol,descontrol
frenesí,cambios de animo,estado_de_animo
nitidez,claridad,claridad
nitidez,facil de ver,visibilidad
nitidez,fotos,fotografia
nitidez,lo contrario a borroso,definido
nitidez,distinguido,notorio
atuendo,traje,vestimenta
atuendo,vestirse,vestimenta
atuendo,ropa,vestimenta
atuendo,combinar ropa,vestimenta
atuendo,moda,tendencia
atuendo,arreglarse,vanidad
delicia,postres ,postre
delicia,gustos,preferencias
delicia,dulces,dulce
delicia,comida no muy saludable,comida_chatarra
fealdad,subjetivo,subjetivo
fealdad,cada vez menos juzgado,aceptacion
fealdad,nadie quiere ser ,repulsivo
fealdad,fisico o por dentro,apariencia
fealdad,fisico o por dentro,subjetivo
fealdad,mala cualidad,negativo
soltura,tranquilidad,tranquilidad
soltura,desplante,arrogancia
soltura,relajo,tranquilidad
soltura,poco o nada de nerviosismo,desestresante
soltura,capacidad de adaptarse,adaptacion
soltura,buena reaccion ante cambios,adaptacion
revuelo,caos,descontrol
revuelo,incertidumbre,incertidumbre
revuelo,inesperado,inesperado
revuelo,conmoción,conmocion
revuelo,reacción ,reaccion
conjuro,terror,miedo
conjuro,peliculas,pelicula
conjuro,demonio,demonios
conjuro,iglesias,iglesia
conjuro,exorcismos,ritual
conjuro,poseeidos,sobrenatural
panteón,museo,museo
panteón,tumba,ataud
panteón,reliquia,artefacto
panteón,monumento,monumento
panteón,infraestructura,edificacion
panteón,grande,inmensidad
granito,pequeño,pequeno
granito,minusculo,pequeno
granito,diminuto,pequeno
padrino,pelicula,pelicula
padrino,mafia,mafia
padrino,persona,personas
padrino,masculino,masculino
padrino,adulto,adultos
padrino,jefe,jerarquia
padrino,bautizo,ritual
cáscara,frutas,frutas
cáscara,naranja,frutas
cáscara,platano,frutas
cáscara,kiwi,frutas
cáscara,colores,colores
cáscara,dura,solido
cáscara,sandia,frutas
cáscara,melon,frutas
caracol,caparazon ,caparazon
caracol,baboso,baboso
caracol,planta,naturaleza
caracol,cafe,color_oscuro
caracol,antenas,cuernos
caracol,pequeño,pequeno
caracol,molusco,molusco
suspiro,respirar,respirar
suspiro,cansancio,cansancio
suspiro,exhausto,cansancio
suspiro,suspiro limeño,postre
suspiro,postre,postre
suspiro,rico,sabor
suspiro,dulce,dulce
suspiro,apetecible,deseos
suspiro,sabroso,sabor
hoguera,fuego,fuego
hoguera,madera,madera
hoguera,calor,caliente
hoguera,sentarse,comodidad
hoguera,vacaciones,vacaciones
parcela,terreno,terreno_delimitado
parcela,grande,inmensidad
parcela,campo,paisaje
parcela,casa,hogar
parcela,vacaciones,vacaciones
parcela,fundo,terreno_delimitado
parcela,pasto,pastizal
parcela,vivir,vida
espiral,resorte,resorte
espiral,amortiguador,resorte
espiral,auto,medio_de_transporte
espiral,moto,motocicleta
espiral,resistencia,resistencia
espiral,caracol,molusco
espiral,girar,girar
anciana,edad,edad
anciana,señora,vejez
anciana,canosa,pelo_canoso
anciana,lentes,anteojos
anciana,arrugada,arrugas
anciana,independiente,independencia
réplica,copia,imitacion
réplica,falsificacion,falsedad
réplica,imitacion,imitacion
réplica,temblor,sismo
réplica,sismo,sismo
réplica,movimiento telurico,sismo
espanto,susto,miedo
espanto,fantasmas,fantasma
espanto,desconocido,desconocido
espanto,arañas,aracnido
espanto,impresionado,impactar
espanto,exaltado,exageracion
vanidad,aspecto,apariencia
vanidad,fijacion,concentracion
vanidad,preocupacion,preocupacion
vanidad,cuidado,precaucion
vanidad,impresion,impactar
vanidad,fisico,apariencia
vanidad,espejo,cristal
encanto,gustar,preferencias
encanto,atraccion,atraccion
encanto,satisfaccion,satisfecho
encanto,deseo,deseos
encanto,atractivo,atraccion
estatus,importancia,relevancia
estatus,impresion,impactar
estatus,apariencia,apariencia
estatus,posicionamiento,nivelar
estatus,jerarquizacion,jerarquia
estatus,acomodado,comodidad
socorro,ayuda,ayudar
socorro,grito,sonido_agudo
socorro,auxilio,auxilio
socorro,mar,oceano
socorro,salvavidas,rescate
socorro,rescatador,rescate
socorro,heroe,heroico
madurez,crecer,crecimiento
madurez,desarrollarse,crecimiento
madurez,evolucionar,evolucion
madurez,frutas,frutas
madurez,blando,flacidez
madurez,apto para comer,comida
validez,correcto,veridico
validez,afirmativo,afirmacion
validez,bueno,positivo
validez,verificar,verificacion
validez,corregir,correccion
validez,revisar,correccion
vínculo,coneccion,conectar
vínculo,link,enlace
vínculo,relacion,relacional
vínculo,pagina web,internet
vínculo,ligado,relacional
vínculo,afinidad,preferencias
vínculo,compromiso,compromiso
levante,equipo de futbol,equipo
levante,jugadores,deporte
levante,levantar,elevar
levante,alzar,elevar
levante,empujar,accion_fisica
levante,mover,movimiento
costura,coser,coser
costura,Ropa,vestimenta
costura,Costurera,modista
costura,Tiendas,negocio
costura,Hilos,material_textil
costura,Telas,material_textil
costura,Basta,modista
barriga,guata ,cuerpo_humano
barriga,Estomago,organo_cuerpo_humano
barriga,Comida Chatarra,comida_chatarra
barriga,Vida poco saludable,enfermedad
barriga,Ejercicio,ejercicio
barriga,Abdominales ,cuerpo_humano
barriga,Panza,cuerpo_humano
lágrima,llorar,angustia
lágrima,Tristesa,angustia
lágrima,Sentimientos,sentimientos
lágrima,Agua,liquido
lágrima,ojos,ojos
lágrima,Amor,amor
palanca,Palo,barra
palanca,Torque,dispositivo_mecanico
palanca,interruptor,interruptor
palanca,Madera,madera
palanca,Cambio,medio_de_transporte
vinagre,Aliño,condimento
vinagre,Malo,desagrado
vinagre,Ensalada,verduras
vinagre,Liquido,liquido
vinagre,Agrio,sabor
mejilla,Cara,rostro
mejilla,cachete,partes_del_rostro
mejilla,pomulo,partes_del_rostro
mejilla,Piel,organo_cuerpo_humano
mejilla,Sonrisa,sonreir
mejilla,Margaritas(al sonreír),sonreir
caverna,Cabernicola,prehistoria
caverna,Cueva,cueva
caverna,Hogar,hogar
caverna,Seguridad,seguridad
caverna,Antiguedad,antiguedad
caverna,Cazar ,cazadores
caverna,Animales,animal
barbero,peluquero,oficio
barbero,local,negocio
barbero,belleza,belleza
barbero,cuidado personal,higiene
barbero,Pelo ,cabello
barbero,Barba,vello_facial
barbero,Gillette,herramientas
cigüeña,Bebes,infancia
cigüeña,Animal ,animal
cigüeña,Volar,vuela
cigüeña,Ave,aves
cigüeña,Pajaro,aves
cigüeña,Nido,refugio
vampiro,nocturnos,nocturnos
vampiro,Sangre,tejido_liquido
vampiro,Colmillos,dentadura
vampiro,miedo al ajo,mitologia
vampiro,Fictisio,ficcion
vampiro,Tenebrosos,horrorifico
vampiro,palidos,palidez
audacia,valentia,valentia
audacia,fuerte,fuerza
audacia,confianza,confianza
audacia,leon,mamifero
