adición,aguante,aguijón,ajedrez,albañil,alcance,aliento,anciana,aptitud,aristas,arreglo,atuendo,audacia,aullido,balanza,bandera,barbero,barriga,biólogo,bohemia,cadáver,camisón,cantina,capilla,capitán,caracol,caverna,cazuela,cigüeña,conjuro,cosecha,costura,crucero,cáscara,delicia,descaro,detalle,dulzura,emoción,encanto,entidad,entorno,espanto,espiral,estatua,estatus,evasión,facetas,fealdad,felinos,fortuna,frenesí,galaxia,gatillo,granito,hoguera,hormona,huracán,indicio,inercia,influjo,ingreso,intriga,lamento,letrero,levante,llanura,lucidez,lágrima,lástima,madrina,madurez,malicia,mandato,mejilla,milagro,misiles,modales,monarca,montaje,místico,neblina,nitidez,padrino,palacio,palanca,pantano,panteón,parcela,pericia,pistola,planeta,poblado,premisa,pupitre,péndulo,reclamo,reflejo,regreso,reserva,resorte,revuelo,réplica,salario,sanidad,semilla,socorro,solidez,soltura,suspiro,timidez,torpeza,tributo,trámite,validez,vampiro,vanidad,viajero,vinagre,vínculo
operación matemático,resignar él,avejo,juego,construcción,poder ser controlado,pasta diente,poder ser abuela,psicología,hacer cara figurar geométrico,implicar existir fallar,lana,valentir,hombre lobo,pesos,dependencia,usar navaja afeitar,expandir exhalar aire,profesion,cíngaro,['muerte'],temprano,alcohol,parte inglesia,alguien mandar,lento,cavidad natural terreno,calor,beb,miedo,sembrar,hacer cortina,sol playa,piel fruta,rico,insolente,reflejar personalidad,['confitado'],extasis,,ser,describir espacio virtual,poder referir él atroz,tallarín,rocar esculpido,,cumplir,idea,jorobado notredam,pantera,cofre,emocionado,explosión,disparador,tipo piedra,grande,celula,peligro,rastro,inmovil,accion efecto inlfuir,,['ansiedad'],,propaganda,sueño,['espacio'],capaz pensar,triste,lamento,mujer,razonable,ocurrir hacer mal intencionado,pedir,['músculo facial'],acto imposible,destrucción,aprender,monarquia,farso,verificar 5,fenomeno meteorológico,transparente,,edificio monumental,interacción,animal,santuario,territorio,informir,arma,ocho,comunidad,supuesto,mesa,fijo punto,enojo,espejo,alguien volver lugar,conjunto cosa caso emergencia,fuerza,ser dramático,repetir acción,mensual,mental ser humano,paciencia,['rescatar'],sólido,irresponsabilidad,dejar ir aire,introversión,incompetencia,respetar,papeleo,dar exactitud,['terror'],['modestia'],viaje,ensalado,necesario
añadir,reprimir él,piquete,deporte,trabajador,poder ser interpretado,motivacion,muerte,cerebro,estudio,herramienta,poliester,osadir,bosque,equilibrio,poder representar institución,usar tijera peinir,abdominal,ciencia,vagancia,['ciclo'],noche,aperitivo,poder ser gran sala dentro catedral,autoridad grupo subordinado,espiral,poder ser habitable,papas,niño,mago,crecer planta,hacer tapicerio,sol playa,protector telefono,dulce,atrevir,dedicacion,['suavidad'],extremo,,fantasma,tangible componer,poder referir él espíritu,laberinto,obra hecho mano humano,,eludir,acción,defecto,linz,banco,descontrol,universo,apretar rifle,aparecer cara,fuego,biología,tormenta,estela,quitar,flujo marea,,['inter'],,publicidad,flojera,['poco fauna'],tomar buena decisión,dolor,dar pena,designado padre,punto,intención escondido,ayuda,['rosacea'],probable,arma,norma conducta,aristocracia,conspiración,físico,esfumado,oculto,,edificio grande dimensión espacio grande terminación costoso,palo,rama,,campo,perito,defensa,gira alrededor sol,hogar,hipótesis,lugar estudio,usar medir gravedad,demandar,agua,vuelta,preservir cosa,energía,exageración,piratear,pago,fisico ser humano,brote,['nombre mujer'],firme,dejar ir,pena,sensacion inseguridad,ineptitud,admiración,perdido tiempo,vigencia,['murcielago'],['ostentar'],aventurero,acir,atadura
opuesto sustracción,fortaleza,hinchazón,habilidad mental,carpinterio,mido distancia virtual acción,animo,arruga,servir alcanzar meta,definir figurar,modificar,textil,chileno,tristeza,pesar,poder representar país,usar afeitadorar,rascar él holgazanear,ser vivo,descuido,['descomposicion'],cama,papas frita,poder ser habitación iglesia,mayor,moluscir,habitable humano animal,caliente,explicación,hechicero,cultivar,hacer sastre costurera,tropical,envoltura,azúcar,discusión,perfeccionamiento,['placidez'],entusiasmo,,espiritu,utilizar referir él extensión terreno,sobrenatural,curva,obra arte,,fuga,meta,mala intención,ocelot,cheque,mas agitado,astronomíar,dispositivo mecánico,pequeño,campo,sistema humano,refugio,sospechar,aplicar fuerza,cambio producir cosa,,['misterio'],,noticia,equipo fútbol,['calor'],consciente,salir ojo humano,dolido,asignar bautizo,sazon,poder ser cualidad,jefe,['margarita'],dios,guerra,modo,inglaterra,mentira,experimentar conexión espiritual,bruma,poder visualizar interrupción,,edificio grande dimensión espacio grande terminación costoso,barra,planta,,naturaleza,requizar,ataque,habitable,familia,poder ser verdadero falso,estudiante,presente asignatura físico,exigir,imagen,retroceso,poder ser terreno protegido conservar vida entorno lugar,físico,tormenta,replicar terremoto,trabajo,ser vivir,planta,['llamado auxilio'],difícil derrumbar,preocupación,amor,debilidad poco claridad,inútil,hacer honor,agotador,depender tiempo,['inmortalidad'],['presumir'],turista,complemento,inseparable
simbolizar,empujar,punzante,requerir inteligencia,rubro construcción,poder aplicar mundo físico,coraje,soledad,capaz,geometrio,mejorar,moda,picar,dolor,ponderar,poder ser utilizar guerra,cortar patilla,panza,planeta,despreocupacion,['destino'],pijamar,cita,cárcel,después teniente primero,escalera,espeleólogo estudiar,verano,especie ave,ritual,implantar,usar aguja,verano,caparazon,dulce,enojo,obesion,['ternura'],bueno,,cuerpo,informáticar ambiente trabajo cumplir determinado característica,aspecto poder horrorizarno,confusión,entidad aislado,,escape,característica,araña,mascota,capital,ir gran velocidad,andrómedir,arma,visible,chimenea,mensajera,,conjetura,objeto reposo,provocar efecto,,['curiosidad'],,informar,españa,['desierto'],poder perder,aparecer alguien llorar,pena,comadre padre,perfeccion,cualidad negativo,tramite,['pellizcar apretar'],fantasía,,manera,tomar decisión,trampa,relativo misticismo,tono blanco,molesto visto,,edificio grande dimensión espacio grande terminación costoso,palanqueta,viscoso,,insecto,investigacion,peligro,existir sistema solar,vecindad,idea dar cierto,aula,ayuda hacer experimento,solicitar,reflexión,retorno,poder ser almacenado ser conservar,estudiar físico,alborotir,continuación,responsabilidad,poder ser utilizado referir él consulta hacer servicio médico,germinación,['usar pedir ayuda'],duro,relajar él,cansancio,debilidad poco claridad,dificultad hacer,imitación,burocracia,verdad,['desconocido'],['cualidad persona'],paseo,malo,dar confianza
operación matematico,confianza,filoso,requerir concentración,labor constructivo,manera decir cuanto afectar cosa,valor,aprendizaje,característico persona,cuadrado,dialogar,chaqueta,valor,oscuridad,mostrar equilibrio,representar,crear corte pelo barba,comida,vida,abandono,['cuerpo'],sueño,entretención,hotel,mandar compañía,babós,lugar húmedo,carbohidrato,pico,maldición,recolectar fruto,usar maquina coser,titanic,capa protector,comida gourmet,venganza,especifico,['dulzor'],sentimiento,,paranormal,contexto,susto,eterno,homenaje,,evitar,distinto cara,monstruo,animal,suerte poseer,estrés,constelación,detonador,casi redondo,aire libre,caracteristica biologica,,signo aparente tangible,fuerza mover,ejercer supremacia,,['inter'],,dar conocer,viento,['soledad'],perder alcohol,aparecer emoción intenso,sentimiento,parte religión católico,veterania,acto cometer intención perjudicar,mandar,['pómulo'],solo ocasión,,forma,familia,encubrimiento,relacion magia,dejar ver parcialmente,descubrimiento verdad,,edificio asociado lujo,leer,musgo,,aislado,policia,muerte,gravedad,lugar residir pequeño poblacion persona,servir base razonamiento,madera,columpio,hacer enojado,parentesco,inicio,guardar adelante,servir amortiguar,pelea,repetición,recompenso,sano,crecimiento,['pedir situación peligro'],rígido,desestresar él,resignación,encogimiento,tonto,esfuerzo,último hora,sinceridad,['blasfemo'],['concepto abstracto'],expedición,podrir,afecto
aumentar,esfuerzo,naturaleza,requerir práctica,emplear,preciso,empujar,lentitud,diferente,linea,embellecer,vestimento,temerario,peludo,sólido,ir acompañado sentimiento,barba,embarazo,cientifico,alcohol,['terrenal'],ropa,diversion,edificio,ranguir militar,desplazamiento lento,estalactita,chile,poner huevo,bruja,hecho granjar,hacer pantalon,viaje bahama,externo,placentero,verguenza,minimo,['deleitar'],repercusión hecho,,terror,hábitat,miedo,ilusión optico,monumento,,aceptar regla,modo,menos horrendo,tierno,cantidad bien,apasionado,forma organizar,pistola,polvo,pino,señal cerebral,,pista carecer dar rastreo,físico,movimiento ascenso marea,,['necesidad saber'],,cartel,mar mediterráneo,"['campo grande', 'plano desolado']",perder sueño,aparecer irritar ojo,compasión,acompañar novia,juicio,maldad,trabajador,['blar'],religión,,mesa,jefe,falso,espiritual,poder ser mucho poco,camino despejado,,habitar reyes,pértiga,agua,,lugar tranquilo,embargo,daño,hogar,distrito residencial comercial area pequeño,proposición,escritorio,periodo,exigir,reproducir,empezar,poder ser conjunto cosa guardar momento,utilizar cama,desordir,poder ser respuesta,esfuerzo,desinfectado,regar,['ayuda'],poder tener mucho poco,desenvolturar,relajar él,cortedad,poco habilidad,respetar,trato evitar él,valor,['beber sangre'],['orgullo'],explorar,liquido,parentesco
integrar,determinacion,polinizacion,predecir juego,construcción,llegada,viento,paciencia,habilidad,calculo,decoración,pasarela,valiente,lobo,compar dos cosa,vez solo color,tijera,cerveza,investigación,droga ilicita,['humano'],vestido blanco dormir,punto reunión,hospital,persona dirigir,conchaber,cueva,sopar,pluma,secta,temporada buen,coser,fiesta,capa externa,mas satisfactorio,respetar,sutil,['afabilidad'],felicidad,,medium,rodear,atónito,comer,recordar,,esquivar,cambio,feo,animal,poder ser cantidad riqueza,exaltado,contener planeta,francotirador,diminutir,sentar él amigo,sustancia,,poder concluir relacionar,actuar pensar,dominio,,['secreto'],,información,punto cardinal,"['campo grande', 'plano desolado']",cansancio mental,aparecer congestión nasal,hacia necesitado,presente matrimonio,prudencia,odio,orden,['beso'],creencia,,tener buen,importante,película,contemplativo,ver cima cerros,determinación,,monarca,maquín simple,estacado,,vacación,sospechar,grave,objeto espacio,distrito residencial comercial area pequeño,silogismo filósofo,soportir,diferente largo,hacer parecer incorrecto,proyección,regresion,ayuda,poder apretar,agitación,argumento,dinero,desintoxicado,inicio,['auxilio'],argumento válido,alegrio,inconsciente,apocamiento,agradable,fiel original,obligación,autencidad,['ser nocturno'],['creer demasiado capacidad mismo'],descubrir,usar ensalada,conexión
generar mas cantidad,resistencia,miedo,difícil,levantar saco,entorno,bocar,entrega pase,caracteristico,matematica,reparar,outfit,coraje,noche,metálico,poder ser muticolor,navaja,enfermedad,estudiar celula,vida nocturno,['animal'],fantasma,bar,poder encontrar diverso edificación querer destinar espacio religión,tomar desición,caparazón,oscuridad,sur,pluma blanca negra,bruja,trabajo rural,máquina coser,diversion,protección,delicadeza,ver,pequeño,['bondad'],llorar,,satanico,ambiente,sorpresa,salsa,construido cemento,,posponer,personalidad,agradable,mamifero,poder ser cantidad suerte,entusiasmado,cuerpo celeste,seguro,parte grande,marshmallow,libera glándular,,pista,actuar rápido,autoridad,,['desconocido'],,colgado,costa,"['campo grande', 'plano desolado']",consumir droga,lloro,instintivo,cumplir alguno función según iglesia,edad adulta,enojo,afirmación,['parte rostro'],suerte,,calle,heredero,mentira,misterioso,disminuir temperatura,indudable,,lujoso,poder ser tabla barra rígido,,,descanso,problema,fuego,masa rocoso gasientar grande proporción orbitar alrededor estrella,lugar habitante,poder llevar discusión,lugar dormir,amplitud,poder ser conversar escrito,ocurrir vidrio,volver,provision,volver posición,cambio,copia,sustento,intacto,apor tú,['salvamento'],bien hecho,facilidad hacer,profundo,miedo,hacer sentir mal,perdure tiempo,formal,firmeza,['poder hipnotizar'],['soberbiar'],alma libre,sabor agrio,lazo
sumar,mentalizado,abejo,competitivo,fuerza,profundidad,olor,despreocupacion,condicion,unión,ordenar,ropa,firmeza,luna,medir peso,vez ir acompañado escudo patrio,silla,grasa,estudio vida,madrugada,['muerte'],hospital,alcohol,religion,responsabilidad superior,despacio,murciélago,invierno,dos pata,hechacer,hecho persona,confección,viaje,duro,belleza,politico,notable,['docilidad'],acontecimiento importante,,ser presencia,historia,miedo fantasma,cocina,importante,,hacer,ambito,malo visto,carnivero,magnitud riqueza,locura,infinito,dedo,aspero,calor,poder inyectar,,huella,hacer,predominio,,['desesperación'],,pegado,época antiguo,['area tierra extensar'],inteligente,sollozo,empatir,amiga novia madre,snsatez,doble intencion,deber,['sonrojar bajo cierto condición'],improbable,,casa,liderar reino,engaño,extraño,dentro nube,hd,,rey,transmitir fuerza,,,casa grande,tension,responsabilidad,cuerpo celestar,poder habitar mucho persona,supuesto,tarea,trayectoria,poder ser conversar escrito,mostrar igual,travesía,repuesto,poder ver producto,persona,imitación,sueldo,limpio,naturaleza,['asistencia'],asocia cosa buena,suelto,reacción incontrolado,irresolución,frustrar,legar,urgente,existencia,['transforma murciélago'],['falta respetar dema'],curioso,acetol,nexo
sustracción,focalizado,picadura,estrategia,ladrillo,recibimiento,aire bocar,fin experiencia,ser capaz,conjetura,clasificar,conjunto,decisión,peligro,usado verdulería,importante signo unidad,poste,apellido,usar microscopio,fiesta,['componer hueso'],traslucido,borracho,padre,jefe,centro comercial antiguo,insecto,familia,comen pez,película terror,depender clima,hilo,entretención,resistente,disfrutar,corrupto,poco tomar contar,['sabor suave agradable paladar'],alteración,,cosa manifestar frente,periferia,temor,amarillo,arte representativo,,seguir,circunstancia,horrible,salvaje,magnitud suerte,sexo,profundo,soldado,,zapato derretido,ayudar crecimiento,,signo,sumar fuerza igual 0,influencia,,['desagrado'],,poder servir mapa,histórico,['generalmente terreno nivelado'],poder conducir,llanto,tristeza,tia,juicio,oscuro,obligacion hecho alguien mas,['recubierto piel'],ocurrir imposible,,gesto usar publico,soberano reino,video,oculto,ver cerca mar ocasión,4k,,castillo,transmitir desplazamiento,,,pasto,desacuerdo,,universo,poder habitar animal,hipótesis,sentar él,colgante,debido disconformidad,identidad,viaje,guardar,poder tener diferente tamaño material,alborote,respuesta,remuneración,intacto,planta,['pedir apoyo'],respetable,facil,usado yogo,animo,hacer sentir débil,dedicación,importante,realidad,['odiar ajo'],['sobervia'],hacer travesía,usar cocina mesa,ligamen
añadir,paciencia,dolor,juego,cemento,propuesta,soplido,fatalidad,demostrar,delgado,ajustar,moda,atrevimiento,naturaleza,dar número,abogar idea,espejo,personaje chavo 8,hacer estudio,gente alternativa,['mal oliente'],antiguo,amigo,confesar,orden,lento,mito,cena,vivir lugar calido templado,magia negro,servir comer,aguja,barra libre,protector,felicidad,moral,importante,['sabor suave agradable paladar'],impresión,,identidad,redondo,terror,line curvado,asir gente,,pagar,conveniencia,asqueroso,tigre,poder ser causa,alteracion,oscuro,muerte,,alegrio,existir sexual,,crimen,fuerza,poder alguien,,['estrés'],,nombre local,barco,['utilizado referir él tierra desnivel'],sobriedad,secrecion,piedad,mujer,seso,mala intención,fin,['contribuir parte angulosa rostro'],aparición,,buena costumbre,cara reino,edición vídeo,raro,contener gota agua,transparente,,hogar realeza,gira alrededor punto apoyo,,,arbol,atencion,,emitir luz propio,poder habitar,afirmación,silla meso,circulo,pedir creer merecer,mirar él agua,retorno,bien caso necesidad,poder tener diferente tamaño material,desordir,contestar,mensualidad,buen salud,pequeño,['amparo'],caracteristico,facilidad,alivio,afectar relación personal,gente burlar,dar reconocimiento,papeleo,verdadero,['estaco corazón mata'],['orgullo'],conocer mundo,usar conservar alimento,union
número,coraje,veneno,ficha,carga carretilla,nivel,aire bocar,vejez,apto,negra,embellecer,depender ocasion,osadir,campamento,mostrar exactitud,pai,centro américa,estómago,utilizar método científico,arte callejero,['descomposición'],sexo,noche,jesus,representante,pequeño,túnel,almuerzo,poder volar,maldición,servir vender,modista,buffet,solida,restaurante,etico,preciso,['ternura'],exaltar,,individuo,cuadra,horror,poder marear,placa recordar,,cumplir,diverso,monstruoso,león,poder ser efecto,energiar,desconocido,disparo,,fuego,testosteronar,,deduccion,fuerza contrario,autoridad,,['suspenso'],,adorno,alzar,['superficie igualdad nivel'],claridad,lamento,pérdida,persona,actitud adulta,mentira,orden,['músculo'],cura incurable,,educación,similar rey,efecto especial,hippie,dificultar conducir,ver bien,,mansión grande,fuerza,,,pirque,cosa,,poder ser sólido gaseoso núcleo mayoría caso sólido,espacio físico virtual habitado,razonamiento,colegio,balanceo,existir libro local dejar él,óptico,llegar comenzar nuevamente,guardado,ayudar saltar,caos,argumentar,dinero,hijienir,creación,['refugio'],robustez,baile,respirar,limitar desarrollo social,ridiculez,ofrendir,deligencia,efectividad,['poseer dos colmillo'],['ostentación'],interés cultura,poder limpiar cristal,atadura
signo mas,resistencia,abeja,inteligencia,ropa sucio,distancia,respiracion,arruga,minimo,geometrio,adornar,vanidad,gallardir,dolor,predecible,simbolir,diseño pelo,hambre,profesión,bar,['asqueroso'],mañana,cervecerir,dios,guia,viscoso,antorcha,comida casera,ave,mal ojo,esfuerzo,ropa,foto,flexible,gozar comida,mal,poder ser positivo negativo,['amor'],agitir persona,,imagen representar persona,lugar desenvolver,reaccion hacer temer,redondo,lugar importante,,hacer responsabilidad,diferente,perspectiva,cazador,dinero,bailar,intangible,bala,,leña,estrógeno,,sintomar,fisicar,dominancia,,['curiosidad'],,mucho poco letra,elevar,['plano'],despertar,llanto,persona enferma,familia,sabiduer,engaño,mensaje,"['literatura', 'familiar soler apretar él niño']",perfeccion,,enseñanza,autoridad formal máximo,youtube,oscuro,clima,agua,,cuarto gran tamaño,momento,,,lugar amplio,habilidad,,forma redondo mayoría caso,poder ser lugar físico virtual,argumentación,lugar sentar él trabajar,energiar,sernac recibir,brillar sol,devolución,calar,forma espiral,catastrofir,replicato,felicidad,salubridad,vida,['remedio'],corpulencia,perreir,bocar,personalidad,estupidez,paz,curso,sensatir,['drácular'],['falta humildad'],trotamundo,poder hacer brillar cristal,familia
restar,hinchado,avispa,negro blanco,trabajar,ranguir,poder convertir él halitosis,cana,habilidad,unir dos cara figurar,sistematizar,vestido,,llamado,confiable,representacion,estilo,dolor,experimentar,música,['cuerpo'],desayuno,ruido,misa,mandar,palido,prehistorio,comida preparado abuelitir,beb,pentagrama,fruto,diseño,recuerdo,rompible,maravilla,descort,poder ser positivo negativo,['pastel'],inquieto,,esencia,lugar físico,asustar,infinito,figurar tallado voluntad,,eludir,situación,modelo mental,gato,adinerado,cantar,vida extraterrestre,pistola,,caluroso,progesterona,,evidencia,cinematico,hacer alguien cambiar opinion,,['duda'],,advertir peligro,subir,['desnivel'],honestidad,gota,funeral,segundo madre,crecimiento,traicion,recado,['parte cuerpo humano'],maravilla,,valor,alguien soberano reino,situación preparado,naturaleza,oscuridad,cristal,,antiguo,transmicion,,,gran terreno,capacidad hacer cosa difici él,,poseer atmosferar,poder referir él pueblo provisional,pensamiento,estudiante,cuerdar,opcional decir él,copia,final,base militar,elemento elástico,volar,duplicado,moneda,ministerio,saludable,['solución'],fuerza,danza,aire,escondido,descuido,contribucion,tramitacion,verdadero,['reflejar espejo'],['engreimiento'],mochilero,mezcla agua,enlace
sumar,pasión,miedo,reina,obrero,distancia maximo,preocupacion,experiencia,tecnico,parte formula euler,reformar,formal,,soledad,bien mal,seleccion,futbolista,redondo,enseño,discoteca,['cementerio'],algodon,panorama,cura,barco,insecto,roca,comida calentar cuerpo,embarazo,conjunto palabra maldecir,verdura,moda,traje baño,desechable,rico,tener verguenza,parte,['cariño'],sentir,,ente,medio,sentimiento,dar vuelta,representar,,esquivar,soler referir él persona,depender cada,pumas,fondo,pasar energiar,meteorito,disparo,,condena,metabolismo,,señal,girar,fortaleza,,['incertidumbre'],,poder tener led,izar,['desnivel'],veracidad,tristeza,pena,catequismo,adultez,dañino,derivar,['cara'],prodigio,,niño,subdito,tecnología,vida espiritual,turbio,televisor,,arquitectura,tirar,,,tierrra,saber tema,,atmosferar poder ser débil,poder ser pequeño espacio disminuir conjunto casa rededor metrópoli,idea,escritorio,periodo,expresar descontento,narciso,volver,pedir puesto,saltarín,aire,reproducción,peso,mental,germinar,,orgulloso,flexibilidad,exhalar,ruborizado,accidente,carga,despacho,genuino,['luz sol hacer daño'],['jactancia'],energético,curandero usar vez,pareja
sumar,soportar,parte animal,tablerir,trabajador,cantidad persona,aumentar hacer ejercicio,amigabl,trabajo,cara vertiz - 2,retocar,traje,,tristeza,igualar,paz,cuidar barba,procés comida,genetico,libertinaje,['morgue'],camisa,música,iglesia,armado,invertebrado,neanderthal,choclo,cuento,venganza,cultivar,telar,vacación,moldeable,postre,ser atrevir,complicacion,['beso'],expresar,,organismo,circunstancia,miedo,forma cola,obra creado mediante proceso escultura,,agilidad,aspecto persona,estandar,bigot,vivienda,agotar él,oxígeno,punto sensible,,terrible,estimular,,lupa,virar,atracción,,['inter'],,cartel,blandir,['terreno parejo'],verdad,emoción,trsteza,religion,desarrollo,aprovechamiento,mandar,['poder tener pelo'],portento,,respetar,poder ser hombre,mentira,conexión mas allar,vapor,vidrio,,obra arte,corte carne,,,terreno,experiencia,,atmosferar poder ser fuerte,espacio habitado pequeño cantidad persona,base,mueble,amplitud,alegato,destello,vuelta,uso futuro,metal,posta,,trabajo,físico,nacimiento,,resistencia,elongacion,lamentar él,vergüenza,nerviosismo,impuesto,gestion,real,['sangre'],['persona presumido'],turista,mal sabor,nudo
sumar,terminar cansar,aguja,cuadrado,esfuerzo,precisión,inhalar,fragil,prueba,bordar,mejorar,elegante,,lobo,mismo valor,nacionalismo,asesora estilo,parte cuerpo,adn,queir,['muerte'],polera largo,oscuro,biblia,superior,herviboro,oscuridad,pollo,niño,maldad,campo,ropa,vacación,mucho forma,azucar,actitud,pequeño,['rosado'],ser,,unidad,ambiente,susto,largo,diferente tipo,,rapidez,punto visto asunto,considerado esteticamente bajo,especie,lujo,exaltar él,planeta,amenazar,,miedo,enzimo,,prueba,cambio velocidad,efecto,,['secreto'],,metal,empinar,['bosque si terreno'],idea,cristal,compasion,hado,veteranir,negativo,mandar,['marcado marcado'],gran admiracion,,ser correcto,poder ser mujer,falso,religion,temprano,espejo,,piedra,balanza,,,solar,usado mundo judicial,,redondo,ciudad,proposición,examen,magnetismo,discusion,brillo,hacia atrás,provisión,lata,atletismo,,estabilidad,organismo salubridad,reproducción,,poder,yogo,quejar él,retraer,involuntario,gravamen,,autenticidad,['oscuridad'],['arrogancia'],amigable,ensalado,conexión
agregar,paciencia,amenazar,jaque mate,hombre,distancia,exhalar,mañoso,habiloso,recta entro nodo,lindo,prenda,,animal,instrumento,simbologia,sensibilidad estética,ruge hambre,cientificio,vivir vida,['esqueleto'],vestimento,bar,cristianismo,seriedad,tranquilo,rocar,liquido,pata larga,hechacer,fruto seco,union telar,barco,,engordar,insolente,importancia,['suavidad'],forma experimentar situación,,sociedad,conjunto característica,repulsión,punto medio,diferente forma,,suerte,caracteristica,provocar disgusto,mamifero,ahorro,shot,gas,intimidación,,asfixiante,celular,,pista,inevitable,estimulación,,['inconcluso'],,letra,encaramarar,['superficie pareja'],blanco,felicidad,conmiseración,magia,prudencia,dañar ganar,correo,['poder tener lunar'],magico,,crianza,poder ser jefe,actuado,misterioso,tarde,claridad,,tamaño exagerar,equilibrio,,,ampliacion ,tipo,,tierra,casa,creencia,asignación asiento,objeto,queja,refraccion,retroceder,cautela,amortiguador,alborotir,,seguridad,salud,necesitar cuidado,,tosco,descontracturado,ansiar,alguien hablar,timidez,tasa,,legitimidad,['colmillo'],,viaje,uva,enlace
aumentar,esperar,evitar costo,estrategia,herramienta,alcanzar,condensar invierno,enfermar facilidad,relacionado inteligencia,usar figura 2d 3d,decoración,ropa,,cuatro pata,medicion,orgullo,buen pulso,ombligo,persona,bullanguero,['hueso'],pijamar,alcohol,religion,esmeralda,bar,menos apertura,comida,pájaro blanco,magia,tierra,usar ropa,caribir,,chocolate,negativo,regalo,['agradable'],estímulo,,organizar,espacio cercano,pánico,curir,diferente material,,probabilidad,geometrio,descripcion rasgo visual,animal,cosecha,violento,polvo,peligro,,época antiguo,lipir,,anteceder conclusión,gravedad,flujo,,['emocion'],,aviso,edificar,['vez poder ser utilizado referir él dialogo bajo alto marcado'],luz,pena,misricordia,alegrio,juicio,remordimiento,encomiendo,['poder tener cicatricez '],inesperado,,protocolo,similar reina,show,bruja,ocaso,tanto claro ver,,hogar persona prestigiosa,peso,,,grande,conocimiento,,vida,vivienda,concepto,mueble encontrar todo aula institución educativo,objeto oscilar,tiendar,fulgor,ir punto inicio,poco palabra,tension,negativo,,dependencia,estilo vida,planta,,duro,destreza,lloriquear,miedo sociabilizar,inseguridad,arancel,,valor,['murciélago'],,mochilar,alcohol,lazo
proceso agregar,sufrir esperanza,poder causar alergiar,juego,carpinterio,posibilidad movimiento,ataque asmar disminuir,usar lent,caracteristico ideal persona,figura geométrico,estético,enteritir,,sonido animal,comparar,simbolir,conocer cosmético,cubrir piel,animal,fiesta,['hallowear'],relajado,bebida,religion,alto,inofensivo,refugio,mama,hijo,brujeer,trabajo,poder ser largo cortar,verano,,caloria,falta respetar,visible,['azucar'],percepción,,representación,ambiente,temor,girar,diferente tamaño,,dificil,cara figurar geometrico,concepto abstracto,4 pata,capital,apasionado,estrella,asalto,,bruja,comando,,interpretación depender observador,auto,incidir,,['nerviosismo'],,advertencia,asentar,['plano'],claridad mental,ojo,piedad,persona ayuda padre,,beneficiar él,informacion,['piel'],fenomeno,,orden,rey,instalacion,leyenda,frio,poder ver detalle,,arquitectura europeo antiguo,fisicar,,,lugar amplio,maestrio,,universo,tribu,considerar ajustado realidad,mueble encontrar todo aula institución educativo,sistema fisico,servicio,espejo,mover él inicio,restringir,elastico,agitacion gente,,comprar,salubridad,flor,,concreto,persona abierto,pretender,ansiedad,tropiezo,derecho,,efectividad,['morder'],,maletaa,fermentación,nexo
,dificil,inyecta veneno,inteligencia,sucio,,temperatura,caminar lento,gente esfuerza tener él,unir vertiz,,vestimento,,sonido,equilibrio,único,buen conversador,proteger sistema digestivo,vida,desordir,['miedo'],sueño,schop,culto,cabeza equipo,,insecto,caliente,nacimiento,pelicular,sembrar,usar hilo,fiesta,,placer,sutlieza,diminutir,['bondad'],situación,,poder ser persona dedicar,cercanir,horror,movimiento,histórico moderno,,audaz,descriptivo,definicion personal,cola,azar,entusiasmo,astros,detonar,,inquisición,ser humano,,existir independiente observador,rotacion,relación persona,,['tension'],,conducir,oriente,['planiciar'],poder claramente entender,sufrimiento,dolor,soler ser religioso,,actuar,orden,['forma saludo'],dios,,educación,europa,estatua,tradicion,peligro conducir,usar concepto imagen video,,construcción enorme,palar,,,terreno,dominar asunto,,humano,complejo,este construir concepto,generalmente madera plástico,movimiento armonico,sugerencia,apariencia,reiniciar,postergar,lapiz,siguiente vuelo pajaro,,pagar,bueno,arbol,,masa,alguien franco,soplo,inseguridad,choque,,,,['cuello'],,avion,aderezo,nudo
,soledad,pertenecer insecto,tabla,mal educar,,olor,arruga,definicion amplio,linea,,complemento,,vibra,desvalance,símbolo,artista,resiente estrés,estudio,extravagante,['dolor'],pijamar,amigo,seguidor,navegante,,aire estancado,invierno,pañuelo,terror,trigo,servir reparar crear cosa,oceano,,gocir,pudor,puntual,"['físicamente', 'estimula papila gustativa']",,,poder ser institución dedicar,marco acontecimiento,sobresalto,sistema,histórico moderno,,inteligente,uno persona mucho,cosa animal poder ser feo,maúllar,suerte,extremo,meteorito,arma,,combustible,función,,poder originar él físico,concepto cientifico,determinar forma entender,,['felicidad'],,indicacion,saliente,['campo'],gente joven soler tener él,liquido,afliccion,persona encargado hijo caso emergencia,,cualidad,contrato,['punto debil ser humano'],espiritu,,dicto cómo comportar él,cabeza,ecenario,cultura,reduccion visibilidad,comunicacion poder ser exactitud lenguaje,,grande lujoso habitación,largo,,,solar,habilidad,,verde,persona,poder afirmar negar idea,generalmente madera plástico,existir variación,exigencia,fisico,final,guardar,colchon,tumulto,,remuneracion,sano,crecer,,tener consistencia,agilidad,espiración,angustiar,equivocacion,,,,['tez blanco'],,auto,olor fuerte,atadura
