Palabra (concepto),Descripción,Codificación
Verdad,cuando dices algo con certeza,certeza
Verdad,cuando no mientes,no mentir
Verdad,cuando hablas con una persona y le revelas algo que tenías oculto,revelación
Verdad,lo que buscan los creyentes y cinetificos sobre la creación del universo,búsqueda
Verdad,cuando alguien algo y esta en lo cierto,cierto
Peligro,algo que no es bueno,mal
Peligro,cuando te puede pasar algo malo,mal
Peligro,cuando estas en situacion riesgosa,riesgo
Peligro,si hay un incendio te encuentras en ese estado,incendio
Peligro,cuando a veces temes por tu vida,temor
Peligro,si te encuentras con un animal feroz,animales
Agradecimiento,cuando alguien hace algo amable por ti,amabilidad
Agradecimiento,cuando le das las gracias a una persona,gratitud
Agradecimiento,acción a favor de una persona que te ayudo,favor
Agradecimiento,sentirse feliz por la ayuda de alguien y hacerelo notar,felicidad
Destreza,habilidad,habilidades
Destreza,maestría,maestría
Acuerdo,pacto,pacto
Acuerdo,conciliación,conciliación 
Acuerdo,trato,trato
Seguridad,confianza,confianza
Seguridad,control,control
Seguridad,en Chile no hay,no hay en Chile
Excusa,justificación,justificación
Excusa,la gente suele entregar muchas ,muchos
Excusa,pretexto,pretexto
Plan,futuro,futuro
Plan,meta,meta
Plan,algo que buscas cumplir,búsqueda
Ganancia ,beneficio,beneficios
Ganancia ,puede ser material o de conocimientos,material
Ganancia ,éxito,éxito
Sugerencia ,proposición,proposición
Sugerencia ,consejo,concejo
Sugerencia ,tip,tip
Honestidad,una virtud muy positiva,virtud
Honestidad,sinceridad,sinceridad
Honestidad,se relaciona con la integridad,integridad
Honestidad,hace falta en las personas poderosas de este mundo,escasez
Honestidad,no decir mentiras,no mentir
Oportunidad,evento del que puedes sacar una ganancia ,ganar
Oportunidad,ventana ofrecida por el azar ,ventana
Oportunidad,posibilidad,posibilidad
Felicidad,calma,calma
Felicidad,familia,familia
Felicidad,skittles,dulces
Felicidad,vacaciones en un lugar soleado pero no muy caluroso,vacaciones
Felicidad,estar con personas amadas,amor
Felicidad,reír,risa
Felicidad,sensación plena de satisfacción ,satisfacción
Habilidad,cualidades positivas de una persona,cualidad
Habilidad,necesarias para lograr algo,necesario
Habilidad,te diferencia de otra persona,personal
Habilidad,hay distintos tipos de esta,distintos
Honestidad,cualidad de una persona que dice la verdad,verdad
Honestidad,cualidad positiva de una persona,cualidad
Honestidad,tiene la verdad por delante,verdad
Desesperación,una forma de estrés,estrés
Desesperación,Lo sufren las personas cuando las cosas no les resultan,no éxito
Desesperación,esto altera a las personas,alteración
Definición,dicese de la descripción de un objeto o concepto,descripción
Definición,se puede encontrar en diccionarios,diccionario
Decisión,la eleción de una personta ante una situación,elección
Decisión,hay buenas y malas,bien/mal
Decisión,se debe evaluar antes de,anticipación
Plan,esquema organizado para lograr un objetivo,esquema
Plan,se realiza antes de ejecutar un trabajo o acción,previo
Plan,lo que realizo previmente organizando mis prioridades a ejecutar para lograr un buen desempeño de mi objetivo,organización
Destreza,dicese de una persona que tiene buenas cualidades en un tema,cualidades
Destreza,la tiene una persona con buenas habilidades,habilidades
Destreza,lo que te diferencia de otras personas en realizar ciertas actividades,actividades
Destreza,"Una persona que juega futbol, la tiene para los deportes",deporte
Excusa,la decimos cuando queremos justificarnos por alguna accion que hicimos ante otra persona,justificación
Excusa,forma de salir ileso ante una situación que nos desfavorecería.,ileso
Culpa,Sentimiento negativo ante una mala accion ,negativo
Culpa,Sentimiento al reconocer la equivocación y no comentarlo,reconocimiento
Culpa,Cuando una persona tiene conocimiento de su error y sabe que está afectando a otro ente.,error
Razón,capacidad de organizar pensamientos críticamente.,organización
Razón,Los animales no la tienen,no animal
Razón,Nos permite tomar desiciones correctas y no actuar por instinto,desiciones
Esperanza,es el inverso de la media,matemáticas
Esperanza,se utiliza en la estadística,estadística
Esperanza,es una emocion,emoción
Esperanza,lo tiene cuando uno quiere lograr algo pero es dificil lograrlo,logro
Esperanza,sirve para la automotivación,motivación
Esperanza,todo va a estar bien,bien
Verdad,es lo que uno siempre tiene que decir,deber
Verdad,es un valor,valor
Verdad,la gente que lo dice es de confianza,confianza
Verdad,hay que decirla en un juicio,juicio
Verdad,juez,justicia
Verdad,a veces es dificil decirla,dificultad
Verdad,credibilidad,credibilidad
Culpa,es un sentimiento,sentimiento
Culpa,cuando uno come demaciado lo siente,comer
Culpa,delitos,delito
Culpa,pecados,pecado
Culpa,hacer algo sabiendo que esta mal ,mal
Culpa,castigo,castigo
Culpa,juicio,juicio
Culpa,es abstracto,abstracción
Culpa,depende del juicio ,juicio
Culpa,es variable,variable
Obligación,tareas,tareas
Obligación,deberes,deber
Obligación,reuniones importantes,reunión
Obligación,reglas,reglas
Obligación,es de carácter ,carácter
Obligación,se te fuerza a hacer algo,forzar
Obligación,cuando debes hacer algo,hacer
Obligación,se puede evadir,evación
Acuerdo,contrato,contrato
Acuerdo,venta,ventas
Acuerdo,condiciones,condición
Acuerdo,dos o mas participantes,dos o más partes
Acuerdo,establecer reglas,reglas
Acuerdo,tratado,tratado
Acuerdo,memoria,memoria
Ansiedad,estrés,estrés
Ansiedad,rapidez,rápidez
Ansiedad,ganas por que ocurra algo,ganar
Ansiedad,terminar rapido,rápidez
Ansiedad,comer rapido,comer
Ansiedad,enfermedad psicologica,enfermedad
Ansiedad,"""picotear"" comida",comer
Ansiedad,normalmente en mujeres,mujeres
Honestidad,decir la verdad,verdad
Honestidad,confiable,confiabilidad
Honestidad,buena persona,bien
Honestidad,es un valor,valor
Honestidad,es calificativo,calificativo
Honestidad,es veraz,veracidad
Seguridad,empresa,empresas
Seguridad,estan en los conciertos,conciertos
Seguridad,estan en los bancos,bancos
Seguridad,confianza personal,confianza
Seguridad,camaras de vigilancia,cámaras
Seguridad,certeza en tus palabras,certeza
Seguridad,con la mente clara,claridad
Seguridad,policia,policias
Destreza,hablidades para algo,habilidades
Destreza,el mejor,el mejor
Destreza,preciso,precisión
Destreza,seguro,seguridad
Destreza,rapido,rápidez
Destreza,genio,genialidad
Destreza,facilidad para algo,facilidad
Agradecimiento,se dice cuando se ora,oración
Agradecimiento,misa,misa
Agradecimiento,cuando te sacan de un problema,solución
Agradecimiento,es importante decirlo,importante
Agradecimiento,es un valor decirlo,valor
Decisión,aceptar hacer algo o no,aceptación
Definición,significado de un elemento,significado
Definición,dar caracateristicas tipicas de ese elemento ,características
Definición,especificar su uso,uso
Definición,decir sus componentes ,componentes
Definición,determinar el objetivo del elemento,determinación
Verdad,no mentir,no mentir
Verdad,honestidad,honestidad
Verdad,no se crear falsos testimonios,no mentir
Verdad,real ,real
Compasión,tener lastima de alguien,lástima
Compasión,sentir pena por alguna accion o suceso ,pena
Pensamiento,accion mental,mente
Pensamiento,ideas ,idea
Pensamiento,muchas veces no se hace y solo se actua ,hacer sin
Habilidad,capacidad de una persona ,capacidad
Habilidad,ser bueno para realizar una accion,bien
Habilidad,todas las personas son buenas para algo,todos
Habilidad,todos poseen capacidades diferentes ,capacidad
Acuerdo,decision entre dos o mas personas,decisión
Acuerdo,llegar  a un concenso ,consenso
Acuerdo,tener la capacidad de determinar una idea,idea
Acuerdo,llevar a cabo una idea que se tomo anteriormente ,idea
Éxito,se les desea a las personas para que les valla bien,bien
Éxito,se les dice a las personas que tienen una vida llena de logros,logro
Éxito,lograr un objetivo ,logro
Éxito,forma de medida del logro,logro
Sugerencia ,concejo,concejo
Sugerencia ,las personas las dan para ayudar a otras en sus decisiones ,ayuda
Sugerencia ,dar motivos para cambiar o ratificar una decision,motivación
Plan,sucesivo de acciones ,acción
Plan,hay personas que lo poseen para organizar su vida ,organización
Definición,Es aquello que nos da el significado de una palabra u concepto.,significado
Definición,Es aquello de lo que está lleno en los diccionarios.,diccionario
Definición,Tiene que ver con lo que es una palabra o concepto.,palabra
Excusa,mentira,mentira
Excusa,es lo que utilizamos para evadir algo,evación
Peligro,es algo de lo que nos alejamos normalmente,alejamiento
Culpa,lo que sentimos cuando hacemos algo malo a alguien,mal
Culpa,tenemos esto cuando hacemos algo mal,mal
Desesperación,lo sentimos cuando no podemos respirar,ahogamiento
Felicidad,alegria,alegría
Felicidad,arcoiris,arcoiris
Felicidad,risa,risa
Verdad,es aquello que es innegable,innegable
Agradecimiento,lo sientes cuando alguien hace algo bueno por ti,bien
Obligación,es algo que debemos hacer ,deber
Obligación,los adultos tienen mas que los niños,adultez
Obligación,tarea,tareas
Razón,estar en lo cierto respecto a algo,correcto
Razón,propio de una persona que se encuentra en lo correcto,correcto
Razón,su sustrato biológico es el cerebro,cerebro
Razón,verdadero según lo concebido como cierto por el ser humano,verdad
Razón,el por qué de una acción o acontecimiento,causa
Razón,mente,mente
Ansiedad,impulso que lleva a hacer algo,impulso
Ansiedad,deseo incontrolable frente a un acontecimiento o evento,descontrol
Ansiedad,desesperación ,desesperación
Ansiedad,produce efectos movimientos físicos involuntarios,cambio corporal
Ansiedad,los novios antes de la boda la presentan,boda
Ansiedad,"puede generar acné, tensión muscular y/o tics nerviosos",cambio corporal
Ansiedad,suele ocurrir previo a un hecho importante,anticipación
Habilidad,capacidad de realizar algo,capacidad
Habilidad,destreza en una disciplina,destreza
Habilidad,que le es facil realizar algo,facilidad
Habilidad,te hace esoecial o característico,características
Habilidad,característica positiva que te destaca por sobre los demás en un área,características
Habilidad,virtudes,virtud
Habilidad,como tener capacidades para el desarrollo de artes manuales,capacidad
Obsesión,preocupación extrema por algo,preocupación
Obsesión,causa preocupación en quien la posee,preocupación
Obsesión,no permite apartar el pensamiento de algo o alguien,no peligro
Esperanza,pensar positivo pensando que algo ocurrira,pensamiento
Esperanza,los creyentes la tienen en Dios,Dios
Esperanza,saber que algo sucederá ,saber
Esperanza,tener confianza en que lo hecho o lo que se hará es lo correcto,confianza
Esperanza,propio de personas positivas,positivo
Seguridad,otorga tranquilidad en el hogar,tranquilidad
Seguridad,los padres se la otorgan a sus hijos mediante la protección,padres
Seguridad,"evita asaltos, intranquilidad, malestar y/o daño",intranquilidad
Seguridad,certeza sobre algo,certeza
Felicidad,alegría que perdura,alegría
Felicidad,estado de ánimo positivo,ánimo
Felicidad,opuesto a tristeza o amargura,no tristeza
Felicidad,propio de personas positivas,positivo
Felicidad,permite disfrutar mejor las cosas de la vida,disfrute
Desesperación,angustia frente a algo,angustia
Desesperación,incapacidad de estar tranquilo,incapacidad
Desesperación,produce estrés en quien la tiene constantemente,estrés
Verdad,que es certero,certeza
Verdad,concebido como real ,real
Destreza,habilidad para la realización de algo,habilidades
Destreza,capacidad mayor que el promedio de la gente en alguna disciplina,capacidad
Destreza,mayor desrrollo de una caracteristica positiva que te hace destacar por sobre los demas,características
Esperanza,tener fé,fe
Esperanza,algo positivo,positivo
Esperanza,pensar que las cosas van a estar bien,pensamiento
Esperanza,no rendirse,no rendición
Esperanza,confiar,confianza
Obligación,algo que si o si se hace,hacer
Obligación,no poder no hacer algo,no voluntad
Éxito,buenos resultados,bien
Éxito,lograr el cien por ciento,logro
Éxito,estar satisfecho,satisfacción
Éxito,tener lo que uno quiere,tener
Éxito,realización,realización
Honestidad,verdad,verdad
Honestidad,no mentir,no mentir
Honestidad,decir lo que uno piensa,decir
Honestidad,obtener confianza,confianza
Honestidad,real,real
Habilidad,capacidad,capacidad
Habilidad,ser bueno para algo,bien
Habilidad,algo propio que tiene cada persona,personal
Habilidad,abarca distintos ambitos,ambitos
Razón,tener la verdad,verdad
Razón,justificación,justificación
Razón,algo que se cree que es cierto,cierto
Razón,pensamiento,pensamiento
Razón,lo que creen tener todas las personas,todos
Razón,se puede contradecir,contradecir
Razón,opinión,opinión
Desesperación,perder la calma,intranquilidad
Desesperación,estar inquieto,inquietud
Desesperación,estar ansioso,ansiedad
Desesperación,susto,susto
Desesperación,efecto del miedo,miedo
Desesperación,impaciente,impaciencia
Desesperación,contrario a estar pasivo,activo
Desesperación,fuera de lugar,fuera de lugar
Desesperación,perder el control,incontrolable
Desesperación,pensamientos malos,pensamiento
Agradecimiento,dar las gracias,gratitud
Agradecimiento,estar feliz con lo que uno recibe,felicidad
Agradecimiento,ser respetuoso,respeto
Agradecimiento,se dá cuando otra persona hace algo bueno por la otra,bien
Agradecimiento,satisfecho,satisfacción
Agradecimiento,"no se pide algo a cambio, se da por sí solo",no pedido
Peligro,algo malo,mal
Peligro,tener cuidado,cuidado
Peligro,advertencia,advertencia
Peligro,puede ocurrir una situación en un futuro,futuro
Peligro,desastre,cuidado
Peligro,prevenir,prevención
Pensamiento,opinión,opinión
Pensamiento,se tiene en la mente,mente
Pensamiento,las personas lo tienen,lenguaje
Pensamiento,existen buenos y malos,bien/mal
Pensamiento,son diferentes al resto,diferentes
Pensamiento,se dá en el día a día,día a día
Pensamiento,creencia,creencia
Peligro,peligro,peligro
Peligro,auxilio,auxilio
Peligro,que esta pasando,actual
Peligro,que sucede,suceso
Peligro,alerta,alerta
Peligro,bomba,bomba
Peligro,terrorismo,terrorismo
Peligro,seguridad,seguridad
Peligro,vida de las personas,vida
Amenaza,peligro,peligro
Amenaza,auxilio,auxilio
Amenaza,que esta pasando,actual
Amenaza,que sucede,real
Amenaza,alerta,alerta
Amenaza,bomba,bomba
Amenaza,terrorismo,terrorismo
Amenaza,ataque,ataque
Amenaza,seguridad,seguridad
Amenaza,vida de las personas,vida
Destreza,habilidad,habilidades
Destreza,leonel messi,deporte
Destreza,rapidez,rápidez
Destreza,fisico,físico
Destreza,pensamiento rapido,rápidez
Destreza,habilidad para correr,habilidades
Destreza,don,don
Destreza,destreza,destreza
Destreza,aptitud,aptitud
Destreza,genio,genialidad
Pensamiento,reflexion,reflexión
Pensamiento,inteligencia,inteligencia
Pensamiento,juicio,juicio
Pensamiento,idea,idea
Pensamiento,concepto,concepto
Pensamiento,plan,plan
Pensamiento,esperame un poco,ejemplo
Pensamiento,dejame un tiempo,insomnio
Seguridad,pocos robos,no delincuencia
Seguridad,certeza,certeza
Seguridad,confianza,confianza
Seguridad,convencido,convencimiento
Seguridad,evidencia,evidencia
Seguridad,consentimiento,consentimiento
Seguridad,me siento protegido,protección
Seguridad,carabineros,policias
Seguridad,pdi,policias
Agradecimiento,reconocimiento,reconocimiento
Agradecimiento,dios lo bendiga,Dios
Agradecimiento,satisfaccion,satisfacción
Agradecimiento,premio,premio
Agradecimiento,complacerse,complacencia
Agradecimiento,gracias por el favor,gratitud
Agradecimiento,retribucion,retribución
Peligro,inseguridad,inseguridad
Peligro,ataque,ataque
Peligro,bomba,bomba
Peligro,choque,choque
Peligro,velocidad excesiva,velocidad
Peligro,amenaza,amenaza
Peligro,exposicion,exposición
Peligro,accidente,accidente
Peligro,mala nota,mal
Esperanza,probablidad,probabilidad
Esperanza,estadística,estadística
Esperanza,analisis numerico,análisisnumerico
Esperanza,años de vida,vida
Esperanza,calidad de vida,vida
Esperanza,confianza,confianza
Esperanza,seguridad,seguridad
Esperanza,certidumbre,certidumbre
Esperanza,ilusión,ilusión
Plan,proyecto,proyecto
Plan,proposito,propósito
Plan,intencion,intención
Plan,prototipo,prototipo
Plan,arduino,arduino
Plan,trabajo,trabajo
Plan,ingenieria,ingeniería
Plan,borrador,borrador
Plan,boceto,boceto
Ansiedad,codicia,codicia
Ansiedad,deseo,deseo
Ansiedad,querer algo,querer
Ansiedad,necesidad,necesario
Ansiedad,impulsividad,impulsividad
Ansiedad,afán,afán
Ansiedad,anhelo,anhelo
Ansiedad,angustia,angustia
Ansiedad,inquietud,inquietud
Acuerdo,estoy totalmente a tu lado,lado
Acuerdo,a favor,a favor
Acuerdo,convenio,convenio
Acuerdo,pacto,pacto
Acuerdo,estrategia,estrategia
Acuerdo,mercado,mercado
Acuerdo,tratado,tratado
Acuerdo,transacción,transacción
Acuerdo,decision final,decisión
Honestidad,veracidad,veracidad
Honestidad,decir la verdad,verdad
Honestidad,no ser mentiroso,no mentir
Culpa,sentir que eres responsable de algo ocurrido,responsabilidad
Culpa,experimentar remordimiento,remordimiento
Culpa,algo que sientes cuando hieres a alguien,herir
Definición,significado de una palabra,significado
Definición,forma en que das a entender a otros lo que quiere decir un concepto,entendimiento
Definición,características que te ayudan a comprender mejor una palabra,caracterización
Peligro,es lo que hay si estuvieras en medio de un incendio,incendio
Sugerencia ,recomendación,recomendación
Sugerencia ,es una forma de aconsejar a alguien para que lleve a cabo algo,consejo
Desesperación,es lo que sienten las personas cuando están lidiando con su fobia,fobia
Desesperación,lo sentirías si estuvieras sumergido en el agua sin poder salir,ahogamiento
Desesperación,lo sentirías si no te dejaran respirar,ahogamiento
Oportunidad,es una chance para algo ,chance
Oportunidad,es cuando hay un momento exacto para llevar a cabo algo ,momento apropiado
Obligación,se refiere a cuando si o sí tienes que hacer algo ,no opción
Obligación,es como te sientes cuando tienes que hacer algo que no quieres,no querer
Obligación,"es como tener que hacer una tarea del colegio, o de la universidad",deber
Obligación,"cuando tus padres salen, y tienes que si o sí cuidar a tu hermano",responsabilidad
Decisión,cuando optas hacer algo que nada ni nadie te detendrá,optar
Decisión,se refiere a cuando eliges una carrera universitaria al salir del colegio,carrera
Verdad,afirmación que te lleva a creer en algo real,real
Verdad,es lo que te hace ser una persona auténtica,autenticidad
Verdad,es lo contrario a falsedad,verdad
Oportunidad,opcion,opción
Oportunidad,se presentan varias en la vida,durante la vida
Oportunidad,no todos la tienen,no todos
Oportunidad,uno las agradece,gratitud
Oportunidad,te las da algo o alguien,dadas
Oportunidad,si se comete un error esta la posibilidad de enmendarlo con ella,enmendar
Oportunidad,un nuevo camino,camino
Oportunidad,un desafio,desafío
Oportunidad,hacer algo por primera vez o repetirlo,primera vez
Oportunidad,una fortuna,fortuna
Peligro,provoca palpitaciones rapidas,palpitaciones
Peligro,tiene consecuencias,consecuencias
Peligro,miedo,miedo
Peligro,cuidado,cuidado
Peligro,es una advertencia,advertencia
Peligro,hay que pensar antes de actuar,anticipación
Peligro,se puede evitar,evitación
Peligro,advierte riesgos,advertencia
Peligro,es una advertencia,advertencia
Peligro,evita sufrimiento o molestias ,sufrimiento
Ganancia ,dinero,dinero
Ganancia ,fruto de algo,fruto
Ganancia ,cuando eres niño tienes poca,escasez en la niñes
Ganancia ,se gana en el primer trabajo,trabajo
Ganancia ,capital,capital
Ganancia ,billetes,dinero
Ganancia ,es satisfactorio,satisfacción
Felicidad,amor,amor
Felicidad,realizacion personal,realización
Felicidad,unobjetivo de vida,objetivos
Felicidad,una gran mision,misión
Felicidad,un deseo ,deseo
Felicidad,no es constante,breve
Felicidad,requiere esfuerzo,esfuerzo
Felicidad,depende de uno mismo,uno mismo
Felicidad,estado emocional,emoción
Felicidad,gratificante,gratificante
Razón,logica,lógica
Razón,pensamiento ,pensamiento
Razón,la mente la crea,mente
Razón,permite críticar,permitir
Razón,te permite crear argumentos,argumentación
Razón,una capacidad del ser humano,humano
Razón,parte de la especie,humano
Razón,"puede ser logico, critico",lógica
Razón,permite la comunicación ,permitir
Obligación,deber,deber
Obligación,imposicion ,imposición
Obligación,accion inmediata,acción
Obligación,tiene tiempo determinado,tiempo determinado
Obligación,no se puede decirle no,no voluntad
Obligación,tu mama te dio muchas,madres
Obligación,implica responsabilidad,responsabilidad
Obligación,tarea ,tareas
Obligación,ir a secar la ropa,quehaceres
Obligación,tener un buen rendimiento,rendimiento
Habilidad,una capacidad,capacidad
Habilidad,pueden ser blandas,blandas
Habilidad,son intrinsicas,intrínseco
Habilidad,las puedes desarrollar,desarrollo
Habilidad,las matematicas ,matemáticas
Habilidad,la labia ,labia
Habilidad,especie de don,don
Habilidad,facilitadora de objetivos,facilidad
Seguridad,confort,confort
Seguridad,mama,padres
Seguridad,comodiad absoluta,comodidad
Seguridad,proteccion,protección
Seguridad,la sientes en un lugar,lugar
Seguridad,la sientes con una persona,persona
Seguridad,la puedes tener en ti mismo,uno mismo
Seguridad,se puede trabajar si no la tienes,trabajable
Seguridad,se construye con la experiencia,experiencia
Seguridad,algo reconfortante,real
Pensamiento,"logico, deductivo, etc",lógica
Pensamiento,critico,crítica
Pensamiento,permite comunicación ,comunicación
Pensamiento,crea una opinion,opinión
Pensamiento,una idea,idea
Pensamiento,representaciones mentales,mente
Pensamiento,imaginacion,imaginación
Pensamiento,puede ser positivo o negativo ,positivo/negativo
Pensamiento,ahora estas teniendo uno,presente
Definición,concepto ,concepto
Definición,concreto,concreto
Definición,no es abstracta,concreto
Definición,todas las palabras tienen una,palabra
Definición,te permite entender,entendimiento
Definición,te da conocimiento,conocimiento
Definición,estan estipuladas,estipulación
Definición,real academia española,diccionario
Definición,aveces cuesta entenderla,entendimiento
Definición,hay mas de 1.000.000 en el mundo ,muchos
Obsesión,Adicción,adicción
Obsesión,Cuando algo es deseado,deseo
Obsesión,Es constante,constante
Obsesión,Suele provocar malos resultados,mal
Obsesión,Dificíl controlar,descontrol
Obsesión,"Genera placer, lo que desencadena en esto",placer
Obsesión,Obstinación,observación
Culpa,Sensación molesta,molestia
Culpa,Se debe a alguna acción o situación que involucra una autorresponsabilidad,responsabilidad
Culpa,Malestar,malestar
Culpa,Incomodidad,incomodidad
Culpa,Puede generar ansiedad,ansiedad
Culpa,Se tiende a sentir luego de producir algun daño,daño
Culpa,La forma de remediarla es arreglar el motivo causante,remediar
Desesperación,Sensación que produce disgusto,disgusto
Desesperación,Angustia,angustia
Desesperación,La persona que la sienta puede estar nerviosa,nerviosismo
Desesperación,Necesidad de una solución inmediata,necesario
Desesperación,Limite,limitación
Desesperación,Busqueda de ayuda,ayuda
Ganancia ,Lo que se obtiene por realizar alguna acción,optención
Ganancia ,Beneficia a quien la obtiene,beneficios
Ganancia ,Puede ser material y no material,material
Ganancia ,Recompensa,recompensa
Ganancia ,Puede simular un premio,premio
Acuerdo,Entre dos o mas personas,dos o más partes
Acuerdo,Trato,trato
Acuerdo,Desición,decisión
Acuerdo,Todas las partes involucradas están conformes con el resultado,conformidad
Acuerdo,Conforme,conformidad
Habilidad,Destresa,destreza
Habilidad,Don,don
Habilidad,Talento,talento
Habilidad,Una persona que desarrolla bien una actividad o conocimiento,bien
Habilidad,Se puede desarrollar con practica,práctica
Sugerencia ,Recomendación,recomendación
Sugerencia ,Consejo,concejo
Sugerencia ,Para que una persona tome una buena desición se le da una,preguntar
Sugerencia ,Se dice en forma de opinión,opinión
Sugerencia ,Apoyo,apoyo
Sugerencia ,Se transmite como una opción mas a considerar,transmición
Felicidad,Alegria,alegría
Felicidad, sensación placentera,placer
Felicidad,sonrisa,sonrisa
Felicidad,dicha,dicha
Felicidad,emoción,emoción
Felicidad,bienestar,bienestar
Felicidad,mejor salud,salud
Felicidad,Estado de animo,ánimo
Felicidad,Puede ser una respuesta a algo que se quiere o espera,respuesta
Éxito,Triunfo,triunfo
Éxito,Meta lograda,meta
Éxito,Se tiene luego de esforzarse para alcanzarlo,esfuerzo
Éxito,Produce felicidad,felicidad
Éxito,Quienes lo logran sienten satisfacción,satisfacción
Razón,Motivo,motivación
Razón,lo que desencadena que suceda ,causa
Razón,Los seres humanos se caracterizan por poseer esta capacidad,humano
Razón,Se desarrolla por el pensamiento,pensamiento
Acuerdo,consenso,consenso
Acuerdo,algo que beneficia a ambas partes,dos o más partes
Acuerdo,requiere compromiso de ambas partes,compromiso
Acuerdo,alianza,alianza
Acuerdo,colaborar con alguien,colaborar
Desesperación,histeria,histeria
Desesperación,falta de control de sentimientos propios,incontrolable
Desesperación,estar bajo presion,presión
Desesperación,no saber que hacer,no acción
Desesperación,angustia,angustia
Desesperación,creer que ya no existen mas posibilidades,sin salida
Desesperación,falta de control de la situacion,incontrolable
Desesperación,pánico,pánico
Desesperación,temor,temor
Desesperación,miedo,miedo
Ganancia ,beneficio,beneficios
Ganancia ,recompenza,recompensa
Ganancia ,recibir algo despues de un logro,logro
Ganancia ,puede ser extrinseco como intrinseco,interno/externo
Ganancia ,uno se siente realizado,realización
Ganancia ,efecto de esfuerzo,esfuerzo
Ganancia ,consecuencia de ventas,ventas
Ganancia ,puede ser monetario,monetario
Habilidad,capacidad de hacer algo,hacer
Habilidad,un don,don
Habilidad,ser bueno en algo,bien
Habilidad,destacarse en un area,destacado
Habilidad,ser competente para algo,competencia
Habilidad,puede relacionarse con los hobbies,hobbies
Compasión,ser empatico con el otro,empatía
Compasión,perdonar por pena,perdón
Compasión,ayudar,ayuda
Compasión,ponerse en el lugar de alguien que lo esta pasando peor que uno,empatía
Seguridad,confort,confort
Seguridad,estabilidad,estabilidad
Seguridad,no sentir miedo,no miedo
Seguridad,proteccion,protección
Seguridad,fuera de peligro,no peligro
Seguridad,cuidado,cuidado
Seguridad,cuando uno pone un candado,candados
Obligación,compromiso que debe cumplirse,compromiso
Obligación,regla que se debe acatar,reglas
Obligación,no se puede evadir,no voluntad
Plan,proyecto,proyecto
Plan,conjunto de ideas que podrian realizarse,confort
Plan,panorama,panorama
Plan,acciones a segui,acción
Agradecimiento,como te sientes despues de recibir algo,sentimiento
Agradecimiento,gratitud,gratitud
Agradecimiento,lo que sientes cuando alguien te hace un favor,favor
Excusa,intento de justificacion de una accion,justificación
Excusa,mentira o verdad que sirve para evadir una situacion,mentira
Excusa,frase con la cual  busca ser perdonado,perdón
Excusa,frase que se emite con tal de no verse perjudicado,no perjuicio
Decisión,elegir algo por sobre otro,elección
Decisión,estudiar es una buena,estudiar
Decisión,para hacer un gol es necesario tomar una buena,deporte
Decisión,al momento de elegir es importante,importante
Destreza,habilidad,habilidades
Destreza,para jugar futbol se necesita,deporte
Destreza,motricidad fina,motricidad
Destreza,movimientos cordinados,coordinación
Destreza,habilidad en combate,habilidades
Destreza,aumenta la probabilidad de golpe crítico,golpear
Destreza,aumenta la probabilidad de esquivar un golpe,esquivar
Destreza,agilidad,agilidad/fuerza
Destreza,capacidad fisica,capacidad
Éxito,triunfo,triunfo
Éxito,victoria,victoria
Éxito,logros obtenidos,logro
Éxito,realización de sueños,realización
Éxito,para conseguirlo es necesario el trabajo duro,trabajo
Éxito,fruto del esfuerzo,esfuerzo
Éxito,cumplimiento de los objetivos,cumplimiento
Éxito,el esfuerzo es el camino al,esfuerzo
Éxito,hay que luchar para conseguirlo,lucha
Éxito,mision cumplida,cumplimiento
Culpa,angustia,angustia
Culpa,sensación tras cometer un error,error
Culpa,ganas de corrergir una accion ,correción
Culpa,generalmente se le asocia a los arqueros,arquero
Culpa,intranquilidad frente a una decision tomada,intranquilidad
Culpa,querer revertir una situacion ,querer
Culpa,sensación al no realizar una accion,omisión
Culpa,el autogol fue por mi ,error
Culpa,pensamiento autocritico,autocrítica
Peligro,una situacion que genera miedo,miedo
Peligro,sensacion de inseguridad frente a algo o alguien ,sensación
Peligro,situacion impredecible,impredecible
Peligro,tsunami,tsunami
Peligro,en chile se vive en constante ,hay en Chile
Peligro,advertencia ,advertencia
Peligro,aviso previo frente a una situacion,advertencia
Peligro,señaletica de,advertencia
Peligro,probabildiad de salir dañado,daño
Ansiedad,angustia interna,angustia
Ansiedad,desesperacion frente a una situacion,desesperación
Ansiedad,ataquede ,ataque
Ansiedad,falta de respiracion ,ahogamiento
Ansiedad,no saber que va a suceder ,no saber
Ansiedad,sentimiento frente a la adversidad ,adversidad
Ansiedad,existen medicamentos para reducirla,tratamiento contra
Ansiedad,la medicina no convencional dice tratarla ,tratamiento contra
Ansiedad,visita al psicologo,psicológico
Ansiedad,ataquede panico,ataque
Seguridad,sensacion de comodidad,comodidad
Seguridad,guardia ,guardias
Seguridad,antivirus,antivirus
Seguridad,contraseñas ,contraseña
Seguridad,barreras ,barrera
Seguridad,tranquilidad ,tranquilidad
Seguridad,contencion frente a una situacion ,contención
Seguridad,el dinero dicen que la otorga,dinero
Seguridad,confianza en si mismo ,confianza
Peligro,manera de entender algo,entendimiento
Peligro,idea,idea
Peligro,vision de mundo,visión
Peligro,ocurre en la mente ,mente
Peligro,entrega respuestas,respuesta
Peligro,genera preguntas ,preguntas
